,LAT,LONG,ALT
393,-0.11991700000000001,36.232114,2601
394,-0.098674,36.251574,2741
395,-0.095123,36.253333000000005,2734
396,-0.077328,36.267415,2644
397,-0.05946799999999999,36.281465999999995,2596
398,-0.03635,36.28849,2500
399,-0.008076,36.288533,2474
400,0.009488,36.286846999999995,2491
401,0.029046,36.28326,2482
402,0.049039,36.282986,2302
403,0.059963,36.282835999999996,2305
404,0.054202999999999994,36.299019,2411
405,0.043604000000000004,36.32736,2434
406,0.036687,36.362746,2375
407,0.036695,36.378702000000004,2329
408,0.033122000000000006,36.392896,2341
409,0.03134,36.399991,2385
410,0.034952,36.415932,2358
411,0.052904999999999994,36.421202,2284
412,0.061891999999999996,36.426499,2262
413,0.078097,36.447757,2217
414,0.092674,36.50278,2085
415,0.094712,36.545433,2000
416,0.069722,36.575644,1943
417,0.041067,36.598715000000006,2053
418,0.021408,36.609351000000004,2077
419,0.005323,36.612882,2077
420,-0.019671,36.614626,2096
421,-0.035729000000000004,36.614606,2131
422,-0.0536,36.607479,2136
423,-0.073267,36.603895,2153
424,-0.091133,36.600318,2213
425,-0.105426,36.596746,2201
426,-0.112647,36.598484,2209
427,-0.125323,36.593104,2239
428,-0.136179,36.593044,2319
429,-0.152002,36.612515,2417
430,-0.157023,36.633855,2418
431,-0.160682,36.640879999999996,2435
432,-0.178651,36.649575,2579
433,-0.200123,36.654708,2704
434,-0.217912,36.665192,2850
435,-0.235737,36.673842,2859
436,-0.246523,36.649014,3104
437,-0.24819699999999997,36.612120000000004,3349
438,-0.241024,36.594576,3281
439,-0.182613,36.578790000000005,2874
440,-0.091223,36.579034,2211
441,-0.021536000000000003,36.582664,2110
442,-0.023362,36.575559000000005,2143
443,-0.044969999999999996,36.545379,2211
444,-0.06462899999999999,36.541826,2274
445,-0.123426,36.559507,2438
446,-0.184408,36.577019,2849
447,-0.207396,36.578765999999995,3042
448,-0.22275599999999998,36.499362,2698
449,-0.227832,36.458617,2337
450,-0.22961900000000002,36.437385,2347
451,-0.21011999999999997,36.453302,2330
452,-0.18239,36.527645,2661
453,-0.177201,36.585877,2814
454,-0.180479,36.605376,2598
455,-0.20186600000000002,36.531174,2782
456,-0.21189499999999997,36.449764,2335
457,-0.21898499999999999,36.446228000000005,2337
458,-0.25616700000000003,36.428535,2346
459,-0.26855300000000004,36.423221999999996,2323
460,-0.307473,36.403729999999996,2315
461,-0.32870900000000003,36.386015,2291
462,-0.342878,36.378946,2308
463,-0.34642,36.377179,2307
464,-0.32342,36.375432,2326
465,-0.28807699999999997,36.356045,2425
466,-0.26163000000000003,36.311952000000005,2609
467,-0.244024,36.296146,2591
468,-0.21576199999999998,36.308531,2625
469,-0.181936,36.366664,2428
470,-0.153549,36.417931,2341
471,-0.148241,36.430319,2334
472,-0.13938599999999998,36.458631,2413
473,-0.135908,36.472801000000004,2590
474,-0.13622599999999999,36.515276,2524
475,-0.136154,36.529414,2502
476,-0.13611800000000002,36.536486,2488
477,-0.13608499999999998,36.561240999999995,2564
478,-0.136131,36.573609999999995,2544
479,-0.14699500000000001,36.584158,2421
480,-0.161187,36.591206,2556
481,-0.17181400000000002,36.591196999999994,2640
482,-0.18953399999999998,36.591176000000004,2859
483,-0.203792,36.584077,3019
484,-0.21083000000000002,36.587609,3113
485,-0.214243,36.603528999999995,2946
486,-0.217869,36.619364000000004,2892
487,-0.221467,36.626381,2856
488,-0.23755199999999999,36.631534,3069
489,-0.32419699999999996,36.604769,3754
490,-0.35733400000000004,36.564587,3097
491,-0.35720100000000005,36.552345,2613
492,-0.35354,36.485195000000004,2353
493,-0.349982,36.476331,2339
494,-0.31810700000000003,36.451538,2341
495,-0.254397,36.449773,2334
496,-0.22783,36.460386,2337
497,-0.19806700000000002,36.481697,2350
498,-0.192865,36.501149,2735
499,-0.198194,36.518814,2802
500,-0.21945100000000003,36.522348,2886
501,-0.230121,36.52588,2933
502,-0.23376599999999997,36.534698,2922
503,-0.23582199999999998,36.559331,3048
504,-0.235746,36.573437,3150
505,-0.23742399999999997,36.582271999999996,3131
506,-0.23744200000000001,36.589314,3261
507,-0.23747,36.599874,3306
508,-0.241069,36.612167,3209
509,-0.273024,36.601454,3570
510,-0.299493,36.592599,3671
511,-0.30654499999999996,36.589069,3550
512,-0.324162,36.583757,3566
513,-0.339885,36.568012,3435
514,-0.343291,36.56105,3116
515,-0.34473400000000004,36.536486,2448
516,-0.344736,36.501131,2461
517,-0.344667,36.471016999999996,2325
518,-0.33935,36.455081,2342
519,-0.31101799999999996,36.437369,2336
520,-0.286242,36.435604,2338
521,-0.24377800000000002,36.444464,2339
522,-0.217313,36.476344,2340
523,-0.203423,36.509978000000004,2775
524,-0.201808,36.525878999999996,2820
525,-0.20728600000000003,36.53999,2872
526,-0.230291,36.539984000000004,2952
527,-0.258294,36.511755,2444
528,-0.280937,36.460388,2346
529,-0.288011,36.437373,2337
530,-0.29331799999999997,36.42675,2338
531,-0.298626,36.426747,2332
532,-0.30749,36.45862,2336
533,-0.314652,36.494049,2382
534,-0.31640300000000005,36.513498999999996,2409
535,-0.316673,36.532933,2474
536,-0.309856,36.543469,2996
537,-0.290523,36.550502,3215
538,-0.25349099999999997,36.564596,3105
539,-0.23219299999999998,36.575207,3098
540,-0.225142,36.573446000000004,3071
541,-0.237621,36.562843,3085
542,-0.24639699999999998,36.557567999999996,3051
543,-0.256954,36.554048,3008
544,-0.272803,36.547005,3056
545,-0.292209,36.539958,3047
546,-0.300953,36.531162,2575
547,-0.311356,36.527644,2435
548,-0.321734,36.49582,2976
549,-0.32342,36.456851,2334
550,-0.319875,36.447996,2342
551,-0.29685700000000004,36.435598999999996,2334
552,-0.273859,36.433840000000004,2328
553,-0.242008,36.446234000000004,2341
554,-0.21923,36.49406,2421
555,-0.215835,36.515281,2854
556,-0.217725,36.525878999999996,2871
557,-0.22305999999999998,36.527644,2918
558,-0.23197600000000002,36.532934999999995,2976
559,-0.24092199999999997,36.541743,2942
560,-0.242866,36.55757,3011
561,-0.24276799999999998,36.578728999999996,3233
562,-0.25703200000000004,36.583946000000005,3339
563,-0.308298,36.583804,3510
564,-0.332895,36.567993,3442
565,-0.346558,36.543541,2489
566,-0.353586,36.506439,2540
567,-0.353512,36.458622999999996,2324
568,-0.353501,36.426745000000004,2279
569,-0.351727,36.414346,2279
570,-0.353493,36.400171,2278
571,-0.341097,36.389545,2314
572,-0.309248,36.384263,2346
573,-0.270335,36.382527,2340
574,-0.23317,36.382527,2415
575,-0.206612,36.393138,2397
576,-0.190675,36.409063,2346
577,-0.171189,36.421445,2348
578,-0.130583,36.426792999999996,2337
579,-0.098656,36.424999,2328
580,-0.086224,36.421445,2329
581,-0.073714,36.400158000000005,2351
582,-0.07550499999999999,36.371837,2366
583,-0.105826,36.34895,2466
584,-0.118296,36.343696,2498
585,-0.12367,36.334897999999995,2548
586,-0.146752,36.333199,2621
587,-0.160895,36.336736,2622
588,-0.17136500000000002,36.361387,2425
589,-0.1713,36.371956,2391
590,-0.13583499999999998,36.37368,2392
591,-0.109233,36.373652,2375
592,-0.095033,36.371862,2389
593,-0.089751,36.361256,2409
594,-0.086257,36.35066,2455
595,-0.084523,36.343602000000004,2473
596,-0.08457200000000001,36.334782000000004,2441
597,-0.187341,36.347285,2549
598,-0.203188,36.352531,2575
599,-0.23144800000000001,36.363105,2507
600,-0.247348,36.373697,2398
601,-0.247336,36.378995,2382
602,-0.27211199999999997,36.378995,2348
603,-0.30401500000000004,36.345458,2461
604,-0.309343,36.329584000000004,2495
605,-0.281088,36.304899,2535
606,-0.256343,36.304906,2585
607,-0.24035700000000002,36.336636999999996,2619
608,-0.240294,36.363105,2475
609,-0.256222,36.361339,2455
610,-0.272208,36.327819,2640
611,-0.274022,36.30314,2562
612,-0.268613,36.279969,2521
613,-0.252823,36.290788,2546
614,-0.242137,36.331346,2677
615,-0.234948,36.378995,2397
616,-0.22962600000000002,36.384294,2405
617,-0.24203899999999998,36.373697,2407
618,-0.277469,36.352515000000004,2453
619,-0.334081,36.310072,2475
620,-0.35355,36.283597,2543
621,-0.342913,36.271111,2487
622,-0.32518400000000003,36.270992,2606
623,-0.289742,36.270901,2516
624,-0.277361,36.265617999999996,2532
625,-0.287882,36.249443,2368
626,-0.309069,36.242125,2226
627,-0.365767,36.239971999999995,1948
628,-0.381784,36.266994,2221
629,-0.383575,36.276067,2345
630,-0.383594,36.285144,2415
631,-0.383579,36.343416999999995,2336
632,-0.383581,36.37177,2225
633,-0.367647,36.380659,2301
634,-0.360565,36.380663,2287
635,-0.307473,36.389568,2293
636,-0.29685700000000004,36.393115,2343
637,-0.27209099999999997,36.416140999999996,2339
638,-0.26855300000000004,36.423221999999996,2323
639,-0.251062,36.497599,2353
640,-0.24938400000000002,36.506448,2455
641,-0.244418,36.53822,2949
642,-0.244496,36.545262,2952
643,-0.244666,36.564603000000005,3086
644,-0.24639699999999998,36.568131,3105
645,-0.260554,36.561071000000005,3110
646,-0.263981,36.55053,2896
647,-0.26566799999999996,36.541734000000005,2992
648,-0.274082,36.492307000000004,2352
649,-0.275656,36.478099,2353
650,-0.291554,36.453306,2348
651,-0.335801,36.433828999999996,2300
652,-0.346421,36.428517,2280
653,-0.37650900000000004,36.410792,2220
654,-0.387121,36.364661,2275
655,-0.388895,36.308014,2328
656,-0.38358000000000003,36.299146,2399
657,-0.32523,36.276445,2525
658,-0.314591,36.276376,2574
659,-0.311121,36.292473,2479
660,-0.318158,36.299453,2515
661,-0.32524200000000003,36.30832,2482
662,-0.37649099999999996,36.361118,2274
663,-0.399524,36.382407,2242
664,-0.390671,36.396608,2263
665,-0.38713000000000003,36.400155,2217
666,-0.378281,36.41965,2294
667,-0.35881599999999997,36.442684,2281
668,-0.27458899999999997,36.548761,3074
669,-0.24107800000000001,36.615683000000004,3264
670,-0.234037,36.645617,3073
671,-0.253631,36.648956,3060
672,-0.350575,36.6099,3748
673,-0.375035,36.594251,3711
674,-0.381981,36.578626,3123
675,-0.376593,36.513523,2548
676,-0.344659,36.45154,2342
677,-0.34641700000000003,36.416117,2274
678,-0.35880300000000004,36.398396999999996,2264
679,-0.374735,36.393072,2245
680,-0.38359,36.405471999999996,2223
681,-0.385356,36.426697999999995,2268
682,-0.38358400000000004,36.444404,2257
683,-0.349977,36.474558,2339
684,-0.309336,36.509963,2386
685,-0.293869,36.52588,2464
686,-0.28683000000000003,36.531164000000004,2845
687,-0.285191,36.546994,3179
688,-0.292263,36.546988,3201
689,-0.30645500000000003,36.555746,3286
690,-0.324047,36.561007000000004,3263
691,-0.345175,36.571505,3486
692,-0.355693,36.575026,3454
693,-0.362683,36.575061,3426
694,-0.371422,36.571607,3069
695,-0.36954699999999996,36.554113,2652
696,-0.371296,36.541769,2546
697,-0.37126,36.502905,2433
698,-0.371246,36.495823,2417
699,-0.372973,36.462149,2320
700,-0.38004499999999997,36.449729,2271
701,-0.383583,36.442628000000006,2236
702,-0.388895,36.433762,2278
703,-0.403065,36.421316999999995,2199
704,-0.41547399999999995,36.412420000000004,2192
705,-0.41902,36.412421,2156
706,-0.422559,36.423092,2171
707,-0.41015100000000004,36.444409,2290
708,-0.397758,36.467471999999994,2335
709,-0.390691,36.490512,2425
710,-0.38540399999999997,36.502912,2475
711,-0.385417,36.50999,2575
712,-0.38543,36.52588,2684
713,-0.38542600000000005,36.536469,2702
714,-0.385422,36.552357,2709
715,-0.385428,36.559407,2771
716,-0.385454,36.56641,2802
717,-0.385486,36.5769,3029
718,-0.385517,36.589110999999995,3311
719,-0.385554,36.603016,3654
720,-0.392568,36.610015000000004,3806
721,-0.39607,36.61005,3670
722,-0.404837,36.60321,3352
723,-0.4066,36.58404,2866
724,-0.40660100000000005,36.566437,2735
725,-0.40660100000000005,36.555856,2804
726,-0.40660100000000005,36.547036,2798
727,-0.40483800000000003,36.520590999999996,2862
728,-0.403072,36.501151,2473
729,-0.401298,36.462153,2308
730,-0.40129499999999996,36.442631,2248
731,-0.408381,36.430198,2129
732,-0.415471,36.42309,2117
733,-0.42256099999999996,36.419536,2147
734,-0.431422,36.419538,2228
735,-0.45093,36.410644,2191
736,-0.472214,36.40708,2202
737,-0.49351000000000006,36.401734000000005,2008
738,-0.497047,36.405293,1997
739,-0.49876400000000004,36.421316999999995,2218
740,-0.498697,36.435559999999995,2224
741,-0.49511099999999997,36.462156,2334
742,-0.443687,36.513519,2614
743,-0.396017,36.552344,2739
744,-0.383693,36.566408,2804
745,-0.387246,36.578657,3020
746,-0.392516,36.578688,2891
747,-0.41892799999999997,36.578721,2778
748,-0.43299899999999997,36.573403000000006,2374
749,-0.44886400000000004,36.564624,3020
750,-0.450672,36.550561,3164
751,-0.452536,36.517047,2723
752,-0.447296,36.481652000000004,2387
753,-0.42077,36.460382,2331
754,-0.392444,36.455055,2306
755,-0.385363,36.458603000000004,2336
756,-0.38537,36.469244,2354
757,-0.39776,36.474563,2363
758,-0.426069,36.476339,2374
759,-0.43668599999999996,36.474567,2277
760,-0.45969799999999994,36.467479,2375
761,-0.465013,36.462163000000004,2273
762,-0.46505100000000005,36.446184,2279
763,-0.46152,36.439082,2291
764,-0.45620600000000006,36.439083000000004,2250
765,-0.42432200000000003,36.439084,2282
766,-0.40838,36.440857,2283
767,-0.413695,36.439082,2268
768,-0.43672,36.439085999999996,2168
769,-0.44734799999999997,36.439085,2117
770,-0.470375,36.440857,2277
771,-0.477473,36.435527,2255
772,-0.486367,36.421307,2018
773,-0.493505,36.403515000000006,1973
774,-0.509424,36.412426,2149
775,-0.521753,36.421361,2243
776,-0.512842,36.447972,2294
777,-0.502163,36.47987,2409
778,-0.491467,36.513504,2428
779,-0.487896,36.529415,2471
780,-0.47727700000000006,36.536481,2564
781,-0.47018699999999997,36.541776,2720
782,-0.461279,36.554102,2848
783,-0.436521,36.561085,3089
784,-0.40483800000000003,36.573485,2808
785,-0.38378,36.594318,3374
786,-0.382067,36.606453,3797
787,-0.389065,36.60825,3759
788,-0.401327,36.608381,3402
789,-0.427702,36.608546999999994,3021
790,-0.438233,36.608494,2805
791,-0.443495,36.626042,3039
792,-0.448755,36.6471,3181
793,-0.45052299999999995,36.655914,3191
794,-0.46288599999999996,36.661334000000004,3147
