UNIX TIME,TIME,LAT,LONG,ALT,DIST,HR,CAD,TEMP,POWER
1178791200,2007-05-10T104:52:36Z,-0.223060,36.527644,2918,2203.149,0,0,No Data,No Data
1178791200,2007-05-10T104:57:13Z,-0.231976,36.532935,2976,2204.303,0,0,No Data,No Data
1178791200,2007-05-10T105:02:48Z,-0.240922,36.541743,2942,2205.701,0,0,No Data,No Data
1178791200,2007-05-10T105:09:54Z,-0.242866,36.557570,3011,2207.476,0,0,No Data,No Data
1178791200,2007-05-10T105:19:20Z,-0.242768,36.578729,3233,2209.832,0,0,No Data,No Data
1178791200,2007-05-10T105:26:06Z,-0.257032,36.583946,3339,2211.523,0,0,No Data,No Data
1178791200,2007-05-10T105:48:55Z,-0.308298,36.583804,3510,2217.231,0,0,No Data,No Data
1178791200,2007-05-10T106:01:57Z,-0.332895,36.567993,3442,2220.486,0,0,No Data,No Data
1178791200,2007-05-10T106:14:25Z,-0.346558,36.543541,2489,2223.604,0,0,No Data,No Data
1178791200,2007-05-10T106:31:14Z,-0.353586,36.506439,2540,2227.808,0,0,No Data,No Data
1178791200,2007-05-10T106:52:31Z,-0.353512,36.458623,2324,2233.131,0,0,No Data,No Data
1178791200,2007-05-10T107:06:43Z,-0.353501,36.426745,2279,2236.68,0,0,No Data,No Data
1178791200,2007-05-10T107:12:18Z,-0.351727,36.414346,2279,2238.074,0,0,No Data,No Data
1178791200,2007-05-10T107:18:39Z,-0.353493,36.400171,2278,2239.664,0,0,No Data,No Data
1178791200,2007-05-10T107:25:56Z,-0.341097,36.389545,2314,2241.482,0,0,No Data,No Data
1178791200,2007-05-10T107:40:18Z,-0.309248,36.384263,2346,2245.076,0,0,No Data,No Data
1178791200,2007-05-10T107:57:39Z,-0.270335,36.382527,2340,2249.412,0,0,No Data,No Data
1178791200,2007-05-10T108:14:12Z,-0.233170,36.382527,2415,2253.55,0,0,No Data,No Data
1178791200,2007-05-10T108:26:56Z,-0.206612,36.393138,2397,2256.734,0,0,No Data,No Data
1178791200,2007-05-10T108:36:58Z,-0.190675,36.409063,2346,2259.242,0,0,No Data,No Data
1178791200,2007-05-10T108:47:15Z,-0.171189,36.421445,2348,2261.812,0,0,No Data,No Data
1178791200,2007-05-10T109:05:29Z,-0.130583,36.426793,2337,2266.372,0,0,No Data,No Data
1178791200,2007-05-10T109:19:44Z,-0.098656,36.424999,2328,2269.932,0,0,No Data,No Data
1178791200,2007-05-10T109:25:29Z,-0.086224,36.421445,2329,2271.371,0,0,No Data,No Data
1178791200,2007-05-10T109:36:29Z,-0.073714,36.400158,2351,2274.12,0,0,No Data,No Data
1178791200,2007-05-10T109:49:07Z,-0.075505,36.371837,2366,2277.279,0,0,No Data,No Data
1178794800,2007-05-10T110:06:02Z,-0.105826,36.348950,2466,2281.508,0,0,No Data,No Data
1178794800,2007-05-10T110:12:03Z,-0.118296,36.343696,2498,2283.014,0,0,No Data,No Data
1178794800,2007-05-10T110:16:39Z,-0.123670,36.334898,2548,2284.162,0,0,No Data,No Data
1178794800,2007-05-10T110:26:57Z,-0.146752,36.333199,2621,2286.739,0,0,No Data,No Data
1178794800,2007-05-10T110:33:27Z,-0.160895,36.336736,2622,2288.362,0,0,No Data,No Data
1178794800,2007-05-10T110:45:23Z,-0.171365,36.361387,2425,2291.344,0,0,No Data,No Data
1178794800,2007-05-10T110:50:05Z,-0.171300,36.371956,2391,2292.521,0,0,No Data,No Data
1178794800,2007-05-10T111:05:54Z,-0.135835,36.373680,2392,2296.474,0,0,No Data,No Data
1178794800,2007-05-10T111:17:45Z,-0.109233,36.373652,2375,2299.436,0,0,No Data,No Data
1178794800,2007-05-10T111:24:07Z,-0.095033,36.371862,2389,2301.029,0,0,No Data,No Data
1178794800,2007-05-10T111:29:24Z,-0.089751,36.361256,2409,2302.348,0,0,No Data,No Data
1178794800,2007-05-10T111:34:22Z,-0.086257,36.350660,2455,2303.59,0,0,No Data,No Data
1178794800,2007-05-10T111:37:36Z,-0.084523,36.343602,2473,2304.399,0,0,No Data,No Data
1178794800,2007-05-10T111:41:31Z,-0.084572,36.334782,2441,2305.381,0,0,No Data,No Data
1178794800,2007-05-10T112:27:38Z,-0.187341,36.347285,2549,2316.907,0,0,No Data,No Data
1178794800,2007-05-10T112:35:04Z,-0.203188,36.352531,2575,2318.765,0,0,No Data,No Data
1178794800,2007-05-10T112:48:30Z,-0.231448,36.363105,2507,2322.124,0,0,No Data,No Data
1178794800,2007-05-10T112:57:00Z,-0.247348,36.373697,2398,2324.251,0,0,No Data,No Data
1178794800,2007-05-10T112:59:22Z,-0.247336,36.378995,2382,2324.841,0,0,No Data,No Data
1178794800,2007-05-10T113:10:24Z,-0.272112,36.378995,2348,2327.599,0,0,No Data,No Data
1178794800,2007-05-10T113:31:01Z,-0.304015,36.345458,2461,2332.752,0,0,No Data,No Data
1178794800,2007-05-10T113:38:28Z,-0.309343,36.329584,2495,2334.616,0,0,No Data,No Data
1178794800,2007-05-10T113:55:10Z,-0.281088,36.304899,2535,2338.793,0,0,No Data,No Data
1178794800,2007-05-10T114:06:12Z,-0.256343,36.304906,2585,2341.548,0,0,No Data,No Data
1178794800,2007-05-10T114:22:01Z,-0.240357,36.336637,2619,2345.504,0,0,No Data,No Data
1178794800,2007-05-10T114:33:48Z,-0.240294,36.363105,2475,2348.451,0,0,No Data,No Data
1178794800,2007-05-10T114:40:56Z,-0.256222,36.361339,2455,2350.235,0,0,No Data,No Data
1178794800,2007-05-10T114:57:29Z,-0.272208,36.327819,2640,2354.369,0,0,No Data,No Data
1178794800,2007-05-10T115:08:30Z,-0.274022,36.303140,2562,2357.124,0,0,No Data,No Data
1178794800,2007-05-10T115:19:06Z,-0.268613,36.279969,2521,2359.773,0,0,No Data,No Data
1178794800,2007-05-10T115:27:37Z,-0.252823,36.290788,2546,2361.904,0,0,No Data,No Data
1178794800,2007-05-10T115:46:18Z,-0.242137,36.331346,2677,2366.573,0,0,No Data,No Data
1178794800,2007-05-10T116:07:45Z,-0.234948,36.378995,2397,2371.938,0,0,No Data,No Data
1178794800,2007-05-10T116:11:06Z,-0.229626,36.384294,2405,2372.774,0,0,No Data,No Data
1178794800,2007-05-10T116:18:22Z,-0.242039,36.373697,2407,2374.591,0,0,No Data,No Data
1178794800,2007-05-10T116:36:45Z,-0.277469,36.352515,2453,2379.187,0,0,No Data,No Data
1178794800,2007-05-10T117:08:15Z,-0.334081,36.310072,2475,2387.064,0,0,No Data,No Data
1178794800,2007-05-10T117:22:54Z,-0.353550,36.283597,2543,2390.723,0,0,No Data,No Data
1178794800,2007-05-10T117:30:12Z,-0.342913,36.271111,2487,2392.549,0,0,No Data,No Data
1178794800,2007-05-10T117:38:06Z,-0.325184,36.270992,2606,2394.523,0,0,No Data,No Data
1178794800,2007-05-10T117:53:53Z,-0.289742,36.270901,2516,2398.469,0,0,No Data,No Data
1178794800,2007-05-10T117:59:52Z,-0.277361,36.265618,2532,2399.967,0,0,No Data,No Data
1178794800,2007-05-10T118:08:28Z,-0.287882,36.249443,2368,2402.115,0,0,No Data,No Data
1178794800,2007-05-10T118:18:26Z,-0.309069,36.242125,2226,2404.61,0,0,No Data,No Data
1178794800,2007-05-10T118:43:43Z,-0.365767,36.239972,1948,2410.927,0,0,No Data,No Data
1178794800,2007-05-10T118:57:42Z,-0.381784,36.266994,2221,2414.424,0,0,No Data,No Data
1178794800,2007-05-10T119:01:49Z,-0.383575,36.276067,2345,2415.454,0,0,No Data,No Data
1178794800,2007-05-10T119:05:52Z,-0.383594,36.285144,2415,2416.465,0,0,No Data,No Data
1178794800,2007-05-10T119:31:49Z,-0.383579,36.343417,2336,2422.952,0,0,No Data,No Data
1178794800,2007-05-10T119:44:26Z,-0.383581,36.371770,2225,2426.108,0,0,No Data,No Data
1178794800,2007-05-10T119:52:33Z,-0.367647,36.380659,2301,2428.139,0,0,No Data,No Data
1178794800,2007-05-10T119:55:43Z,-0.360565,36.380663,2287,2428.927,0,0,No Data,No Data
1178798400,2007-05-10T120:19:41Z,-0.307473,36.389568,2293,2434.92,0,0,No Data,No Data
1178798400,2007-05-10T120:24:40Z,-0.296857,36.393115,2343,2436.166,0,0,No Data,No Data
1178798400,2007-05-10T120:39:43Z,-0.272091,36.416141,2339,2439.931,0,0,No Data,No Data
1178798400,2007-05-10T120:43:15Z,-0.268553,36.423222,2323,2440.812,0,0,No Data,No Data
1178798400,2007-05-10T121:17:16Z,-0.251062,36.497599,2353,2449.318,0,0,No Data,No Data
1178798400,2007-05-10T121:21:17Z,-0.249384,36.506448,2455,2450.321,0,0,No Data,No Data
1178798400,2007-05-10T121:35:36Z,-0.244418,36.538220,2949,2453.901,0,0,No Data,No Data
1178798400,2007-05-10T121:38:44Z,-0.244496,36.545262,2952,2454.685,0,0,No Data,No Data
1178798400,2007-05-10T121:47:21Z,-0.244666,36.564603,3086,2456.838,0,0,No Data,No Data
1178798400,2007-05-10T121:49:06Z,-0.246397,36.568131,3105,2457.276,0,0,No Data,No Data
1178798400,2007-05-10T121:56:09Z,-0.260554,36.561071,3110,2459.037,0,0,No Data,No Data
1178798400,2007-05-10T122:01:05Z,-0.263981,36.550530,2896,2460.271,0,0,No Data,No Data
1178798400,2007-05-10T122:05:04Z,-0.265668,36.541734,2992,2461.268,0,0,No Data,No Data
1178798400,2007-05-10T122:27:24Z,-0.274082,36.492307,2352,2466.85,0,0,No Data,No Data
1178798400,2007-05-10T122:33:46Z,-0.275656,36.478099,2353,2468.441,0,0,No Data,No Data
1178798400,2007-05-10T122:46:53Z,-0.291554,36.453306,2348,2471.72,0,0,No Data,No Data
1178798400,2007-05-10T123:08:25Z,-0.335801,36.433829,2300,2477.102,0,0,No Data,No Data
1178798400,2007-05-10T123:13:42Z,-0.346421,36.428517,2280,2478.424,0,0,No Data,No Data
1178798400,2007-05-10T123:29:15Z,-0.376509,36.410792,2220,2482.312,0,0,No Data,No Data
1178798400,2007-05-10T123:50:20Z,-0.387121,36.364661,2275,2487.582,0,0,No Data,No Data
1178798400,2007-05-10T124:15:34Z,-0.388895,36.308014,2328,2493.891,0,0,No Data,No Data
1178798400,2007-05-10T124:20:10Z,-0.383580,36.299146,2399,2495.042,0,0,No Data,No Data
1178798400,2007-05-10T124:48:03Z,-0.325230,36.276445,2525,2502.012,0,0,No Data,No Data
1178798400,2007-05-10T124:52:47Z,-0.314591,36.276376,2574,2503.196,0,0,No Data,No Data
1178798400,2007-05-10T125:00:07Z,-0.311121,36.292473,2479,2505.029,0,0,No Data,No Data
1178798400,2007-05-10T125:04:32Z,-0.318158,36.299453,2515,2506.133,0,0,No Data,No Data
1178798400,2007-05-10T125:09:35Z,-0.325242,36.308320,2482,2507.397,0,0,No Data,No Data
1178798400,2007-05-10T125:42:21Z,-0.376491,36.361118,2274,2515.589,0,0,No Data,No Data
1178798400,2007-05-10T125:56:19Z,-0.399524,36.382407,2242,2519.081,0,0,No Data,No Data
1178798400,2007-05-10T126:03:47Z,-0.390671,36.396608,2263,2520.944,0,0,No Data,No Data
1178798400,2007-05-10T126:06:01Z,-0.387130,36.400155,2217,2521.502,0,0,No Data,No Data
1178798400,2007-05-10T126:15:32Z,-0.378281,36.419650,2294,2523.885,0,0,No Data,No Data
1178798400,2007-05-10T126:28:58Z,-0.358816,36.442684,2281,2527.242,0,0,No Data,No Data
1178798400,2007-05-10T127:29:17Z,-0.274589,36.548761,3074,2542.321,0,0,No Data,No Data
1178798400,2007-05-10T128:02:37Z,-0.241078,36.615683,3264,2550.653,0,0,No Data,No Data
1178798400,2007-05-10T128:16:18Z,-0.234037,36.645617,3073,2554.076,0,0,No Data,No Data
1178798400,2007-05-10T128:25:09Z,-0.253631,36.648956,3060,2556.289,0,0,No Data,No Data
1178798400,2007-05-10T129:11:42Z,-0.350575,36.609900,3748,2567.925,0,0,No Data,No Data
1178798400,2007-05-10T129:24:38Z,-0.375035,36.594251,3711,2571.158,0,0,No Data,No Data
1178798400,2007-05-10T129:32:15Z,-0.381981,36.578626,3123,2573.062,0,0,No Data,No Data
1178802000,2007-05-10T130:01:20Z,-0.376593,36.513523,2548,2580.334,0,0,No Data,No Data
1178802000,2007-05-10T130:32:23Z,-0.344659,36.451540,2342,2588.096,0,0,No Data,No Data
1178802000,2007-05-10T130:48:11Z,-0.346417,36.416117,2274,2592.044,0,0,No Data,No Data
1178802000,2007-05-10T130:57:48Z,-0.358803,36.398397,2264,2594.451,0,0,No Data,No Data
1178802000,2007-05-10T131:05:17Z,-0.374735,36.393072,2245,2596.321,0,0,No Data,No Data
1178802000,2007-05-10T131:12:04Z,-0.383590,36.405472,2223,2598.017,0,0,No Data,No Data
1178802000,2007-05-10T131:21:33Z,-0.385356,36.426698,2268,2600.388,0,0,No Data,No Data
1178802000,2007-05-10T131:29:29Z,-0.383584,36.444404,2257,2602.369,0,0,No Data,No Data
1178802000,2007-05-10T131:49:35Z,-0.349977,36.474558,2339,2607.396,0,0,No Data,No Data
1178802000,2007-05-10T132:13:35Z,-0.309336,36.509963,2386,2613.397,0,0,No Data,No Data
1178802000,2007-05-10T132:23:28Z,-0.293869,36.525880,2464,2615.868,0,0,No Data,No Data
1178802000,2007-05-10T132:27:24Z,-0.286830,36.531164,2845,2616.848,0,0,No Data,No Data
1178802000,2007-05-10T132:34:29Z,-0.285191,36.546994,3179,2618.62,0,0,No Data,No Data
1178802000,2007-05-10T132:37:38Z,-0.292263,36.546988,3201,2619.407,0,0,No Data,No Data
1178802000,2007-05-10T132:45:03Z,-0.306455,36.555746,3286,2621.264,0,0,No Data,No Data
1178802000,2007-05-10T132:53:14Z,-0.324047,36.561007,3263,2623.308,0,0,No Data,No Data
1178802000,2007-05-10T133:03:44Z,-0.345175,36.571505,3486,2625.935,0,0,No Data,No Data
1178802000,2007-05-10T133:08:41Z,-0.355693,36.575026,3454,2627.17,0,0,No Data,No Data
1178802000,2007-05-10T133:11:48Z,-0.362683,36.575061,3426,2627.948,0,0,No Data,No Data
1178802000,2007-05-10T133:15:59Z,-0.371422,36.571607,3069,2628.994,0,0,No Data,No Data
1178802000,2007-05-10T133:23:49Z,-0.369547,36.554113,2652,2630.953,0,0,No Data,No Data
1178802000,2007-05-10T133:29:22Z,-0.371296,36.541769,2546,2632.341,0,0,No Data,No Data
1178802000,2007-05-10T133:46:40Z,-0.371260,36.502905,2433,2636.668,0,0,No Data,No Data
1178802000,2007-05-10T133:49:49Z,-0.371246,36.495823,2417,2637.456,0,0,No Data,No Data
1178802000,2007-05-10T134:04:50Z,-0.372973,36.462149,2320,2641.21,0,0,No Data,No Data
1178802000,2007-05-10T134:11:12Z,-0.380045,36.449729,2271,2642.801,0,0,No Data,No Data
1178802000,2007-05-10T134:14:44Z,-0.383583,36.442628,2236,2643.684,0,0,No Data,No Data
1178802000,2007-05-10T134:19:20Z,-0.388895,36.433762,2278,2644.835,0,0,No Data,No Data
1178802000,2007-05-10T134:27:44Z,-0.403065,36.421317,2199,2646.935,0,0,No Data,No Data
1178802000,2007-05-10T134:34:32Z,-0.415474,36.412420,2192,2648.635,0,0,No Data,No Data
1178802000,2007-05-10T134:36:07Z,-0.419020,36.412421,2156,2649.03,0,0,No Data,No Data
1178802000,2007-05-10T134:41:08Z,-0.422559,36.423092,2171,2650.282,0,0,No Data,No Data
1178802000,2007-05-10T134:52:07Z,-0.410151,36.444409,2290,2653.028,0,0,No Data,No Data
1178802000,2007-05-10T135:03:46Z,-0.397758,36.467472,2335,2655.943,0,0,No Data,No Data
1178802000,2007-05-10T135:14:30Z,-0.390691,36.490512,2425,2658.626,0,0,No Data,No Data
1178802000,2007-05-10T135:20:31Z,-0.385404,36.502912,2475,2660.127,0,0,No Data,No Data
1178802000,2007-05-10T135:23:40Z,-0.385417,36.509990,2575,2660.915,0,0,No Data,No Data
1178802000,2007-05-10T135:30:44Z,-0.385430,36.525880,2684,2662.684,0,0,No Data,No Data
1178802000,2007-05-10T135:35:27Z,-0.385426,36.536469,2702,2663.863,0,0,No Data,No Data
1178802000,2007-05-10T135:42:32Z,-0.385422,36.552357,2709,2665.632,0,0,No Data,No Data
1178802000,2007-05-10T135:45:40Z,-0.385428,36.559407,2771,2666.417,0,0,No Data,No Data
1178802000,2007-05-10T135:48:47Z,-0.385454,36.566410,2802,2667.197,0,0,No Data,No Data
1178802000,2007-05-10T135:53:28Z,-0.385486,36.576900,3029,2668.365,0,0,No Data,No Data
1178802000,2007-05-10T135:58:54Z,-0.385517,36.589111,3311,2669.724,0,0,No Data,No Data
1178802000,2007-05-10T136:05:05Z,-0.385554,36.603016,3654,2671.272,0,0,No Data,No Data
1178802000,2007-05-10T136:09:30Z,-0.392568,36.610015,3806,2672.375,0,0,No Data,No Data
1178802000,2007-05-10T136:11:04Z,-0.396070,36.610050,3670,2672.765,0,0,No Data,No Data
1178802000,2007-05-10T136:16:01Z,-0.404837,36.603210,3352,2674.003,0,0,No Data,No Data
1178802000,2007-05-10T136:24:35Z,-0.406600,36.584040,2866,2676.146,0,0,No Data,No Data
1178802000,2007-05-10T136:32:25Z,-0.406601,36.566437,2735,2678.106,0,0,No Data,No Data
1178802000,2007-05-10T136:37:08Z,-0.406601,36.555856,2804,2679.284,0,0,No Data,No Data
1178802000,2007-05-10T136:41:04Z,-0.406601,36.547036,2798,2680.266,0,0,No Data,No Data
1178802000,2007-05-10T136:52:52Z,-0.404838,36.520591,2862,2683.217,0,0,No Data,No Data
1178802000,2007-05-10T137:01:34Z,-0.403072,36.501151,2473,2685.39,0,0,No Data,No Data
1178802000,2007-05-10T137:18:57Z,-0.401298,36.462153,2308,2689.736,0,0,No Data,No Data
1178802000,2007-05-10T137:27:38Z,-0.401295,36.442631,2248,2691.909,0,0,No Data,No Data
1178802000,2007-05-10T137:34:01Z,-0.408381,36.430198,2129,2693.502,0,0,No Data,No Data
1178802000,2007-05-10T137:38:29Z,-0.415471,36.423090,2117,2694.62,0,0,No Data,No Data
1178802000,2007-05-10T137:42:01Z,-0.422561,36.419536,2147,2695.503,0,0,No Data,No Data
1178802000,2007-05-10T137:45:58Z,-0.431422,36.419538,2228,2696.49,0,0,No Data,No Data
1178802000,2007-05-10T137:55:31Z,-0.450930,36.410644,2191,2698.877,0,0,No Data,No Data
1178802000,2007-05-10T138:05:07Z,-0.472214,36.407080,2202,2701.28,0,0,No Data,No Data
1178802000,2007-05-10T138:14:54Z,-0.493510,36.401734,2008,2703.724,0,0,No Data,No Data
1178802000,2007-05-10T138:17:08Z,-0.497047,36.405293,1997,2704.283,0,0,No Data,No Data
1178802000,2007-05-10T138:24:19Z,-0.498764,36.421317,2218,2706.077,0,0,No Data,No Data
1178802000,2007-05-10T138:30:39Z,-0.498697,36.435560,2224,2707.663,0,0,No Data,No Data
1178802000,2007-05-10T138:42:36Z,-0.495111,36.462156,2334,2710.651,0,0,No Data,No Data
1178802000,2007-05-10T139:14:58Z,-0.443687,36.513519,2614,2718.742,0,0,No Data,No Data
1178802000,2007-05-10T139:42:21Z,-0.396017,36.552344,2739,2725.587,0,0,No Data,No Data
1178802000,2007-05-10T139:50:41Z,-0.383693,36.566408,2804,2727.669,0,0,No Data,No Data
1178802000,2007-05-10T139:56:21Z,-0.387246,36.578657,3020,2729.089,0,0,No Data,No Data
1178802000,2007-05-10T139:58:42Z,-0.392516,36.578688,2891,2729.676,0,0,No Data,No Data
1178805600,2007-05-10T140:10:28Z,-0.418928,36.578721,2778,2732.617,0,0,No Data,No Data
1178805600,2007-05-10T140:17:10Z,-0.432999,36.573403,2374,2734.292,0,0,No Data,No Data
1178805600,2007-05-10T140:25:15Z,-0.448864,36.564624,3020,2736.311,0,0,No Data,No Data
1178805600,2007-05-10T140:31:33Z,-0.450672,36.550561,3164,2737.889,0,0,No Data,No Data
1178805600,2007-05-10T140:46:30Z,-0.452536,36.517047,2723,2741.626,0,0,No Data,No Data
1178805600,2007-05-10T141:02:26Z,-0.447296,36.481652,2387,2745.609,0,0,No Data,No Data
1178805600,2007-05-10T141:17:35Z,-0.420770,36.460382,2331,2749.394,0,0,No Data,No Data
1178805600,2007-05-10T141:30:25Z,-0.392444,36.455055,2306,2752.603,0,0,No Data,No Data
1178805600,2007-05-10T141:33:56Z,-0.385363,36.458603,2336,2753.485,0,0,No Data,No Data
1178805600,2007-05-10T141:38:41Z,-0.385370,36.469244,2354,2754.67,0,0,No Data,No Data
1178805600,2007-05-10T141:44:41Z,-0.397760,36.474563,2363,2756.171,0,0,No Data,No Data
1178805600,2007-05-10T141:57:19Z,-0.426069,36.476339,2374,2759.329,0,0,No Data,No Data
1178805600,2007-05-10T142:02:07Z,-0.436686,36.474567,2277,2760.527,0,0,No Data,No Data
1178805600,2007-05-10T142:12:50Z,-0.459698,36.467479,2375,2763.208,0,0,No Data,No Data
1178805600,2007-05-10T142:16:11Z,-0.465013,36.462163,2273,2764.045,0,0,No Data,No Data
1178805600,2007-05-10T142:23:18Z,-0.465051,36.446184,2279,2765.824,0,0,No Data,No Data
1178805600,2007-05-10T142:26:50Z,-0.461520,36.439082,2291,2766.707,0,0,No Data,No Data
1178805600,2007-05-10T142:29:12Z,-0.456206,36.439083,2250,2767.299,0,0,No Data,No Data
1178805600,2007-05-10T142:43:24Z,-0.424322,36.439084,2282,2770.849,0,0,No Data,No Data
1178805600,2007-05-10T142:50:32Z,-0.408380,36.440857,2283,2772.635,0,0,No Data,No Data
1178805600,2007-05-10T142:53:02Z,-0.413695,36.439082,2268,2773.259,0,0,No Data,No Data
1178805600,2007-05-10T143:03:17Z,-0.436720,36.439086,2168,2775.822,0,0,No Data,No Data
1178805600,2007-05-10T143:08:01Z,-0.447348,36.439085,2117,2777.005,0,0,No Data,No Data
1178805600,2007-05-10T143:18:18Z,-0.470375,36.440857,2277,2779.576,0,0,No Data,No Data
1178805600,2007-05-10T143:22:15Z,-0.477473,36.435527,2255,2780.564,0,0,No Data,No Data
1178805600,2007-05-10T143:29:43Z,-0.486367,36.421307,2018,2782.431,0,0,No Data,No Data
1178805600,2007-05-10T143:38:16Z,-0.493505,36.403515,1973,2784.565,0,0,No Data,No Data
1178805600,2007-05-10T143:46:23Z,-0.509424,36.412426,2149,2786.596,0,0,No Data,No Data
1178805600,2007-05-10T143:53:10Z,-0.521753,36.421361,2243,2788.291,0,0,No Data,No Data
1178805600,2007-05-10T144:05:40Z,-0.512842,36.447972,2294,2791.415,0,0,No Data,No Data
1178805600,2007-05-10T144:20:38Z,-0.502163,36.479870,2409,2795.16,0,0,No Data,No Data
1178805600,2007-05-10T144:36:21Z,-0.491467,36.513504,2428,2799.089,0,0,No Data,No Data
1178805600,2007-05-10T144:43:37Z,-0.487896,36.529415,2471,2800.904,0,0,No Data,No Data
1178805600,2007-05-10T144:49:18Z,-0.477277,36.536481,2564,2802.324,0,0,No Data,No Data
1178805600,2007-05-10T144:53:14Z,-0.470187,36.541776,2720,2803.309,0,0,No Data,No Data
1178805600,2007-05-10T145:00:01Z,-0.461279,36.554102,2848,2805.002,0,0,No Data,No Data
1178805600,2007-05-10T145:11:28Z,-0.436521,36.561085,3089,2807.866,0,0,No Data,No Data
1178805600,2007-05-10T145:26:37Z,-0.404838,36.573485,2808,2811.654,0,0,No Data,No Data
1178805600,2007-05-10T145:39:49Z,-0.383780,36.594318,3374,2814.952,0,0,No Data,No Data
1178805600,2007-05-10T145:45:16Z,-0.382067,36.606453,3797,2816.316,0,0,No Data,No Data
1178805600,2007-05-10T145:48:29Z,-0.389065,36.608250,3759,2817.12,0,0,No Data,No Data
1178805600,2007-05-10T145:53:56Z,-0.401327,36.608381,3402,2818.485,0,0,No Data,No Data
1178805600,2007-05-10T146:05:41Z,-0.427702,36.608547,3021,2821.421,0,0,No Data,No Data
1178805600,2007-05-10T146:10:23Z,-0.438233,36.608494,2805,2822.594,0,0,No Data,No Data
1178805600,2007-05-10T146:18:32Z,-0.443495,36.626042,3039,2824.634,0,0,No Data,No Data
1178805600,2007-05-10T146:28:12Z,-0.448755,36.647100,3181,2827.05,0,0,No Data,No Data
1178805600,2007-05-10T146:32:12Z,-0.450523,36.655914,3191,2828.051,0,0,No Data,No Data
1178805600,2007-05-10T146:38:13Z,-0.462886,36.661334,3147,2829.554,0,0,No Data,No Data
1178805600,2007-05-10T146:51:37Z,-0.491082,36.650852,2966,2832.903,0,0,No Data,No Data
1178805600,2007-05-10T146:55:05Z,-0.494690,36.643928,2878,2833.772,0,0,No Data,No Data
1178805600,2007-05-10T147:09:16Z,-0.498303,36.612295,2573,2837.316,0,0,No Data,No Data
1178805600,2007-05-10T147:14:15Z,-0.487699,36.608745,2555,2838.561,0,0,No Data,No Data
1178805600,2007-05-10T147:23:44Z,-0.466471,36.610409,2607,2840.932,0,0,No Data,No Data
1178805600,2007-05-10T147:27:03Z,-0.461157,36.615643,2655,2841.762,0,0,No Data,No Data
1178805600,2007-05-10T147:37:31Z,-0.438221,36.620764,3026,2844.378,0,0,No Data,No Data
1178805600,2007-05-10T147:44:35Z,-0.436482,36.604995,2842,2846.144,0,0,No Data,No Data
1178805600,2007-05-10T147:50:06Z,-0.434738,36.592719,2743,2847.524,0,0,No Data,No Data
1178805600,2007-05-10T147:57:08Z,-0.418922,36.592784,2860,2849.285,0,0,No Data,No Data
1178805600,2007-05-10T148:00:22Z,-0.420684,36.585748,2821,2850.092,0,0,No Data,No Data
1178805600,2007-05-10T148:09:07Z,-0.440017,36.582169,2736,2852.281,0,0,No Data,No Data
1178805600,2007-05-10T148:14:41Z,-0.452371,36.583979,2692,2853.671,0,0,No Data,No Data
1178805600,2007-05-10T148:20:12Z,-0.464749,36.584032,2711,2855.049,0,0,No Data,No Data
1178805600,2007-05-10T148:28:33Z,-0.478951,36.571761,2632,2857.138,0,0,No Data,No Data
1178805600,2007-05-10T148:40:32Z,-0.489625,36.547078,2547,2860.132,0,0,No Data,No Data
1178805600,2007-05-10T148:50:45Z,-0.489675,36.524113,2461,2862.689,0,0,No Data,No Data
1178805600,2007-05-10T149:19:46Z,-0.514588,36.463922,2253,2869.941,0,0,No Data,No Data
1178805600,2007-05-10T149:33:11Z,-0.541160,36.449749,2368,2873.294,0,0,No Data,No Data
1178805600,2007-05-10T149:36:20Z,-0.548234,36.449753,2382,2874.082,0,0,No Data,No Data
1178805600,2007-05-10T149:43:47Z,-0.557122,36.435568,2282,2875.945,0,0,No Data,No Data
1178805600,2007-05-10T149:46:57Z,-0.557177,36.428450,2198,2876.737,0,0,No Data,No Data
1178805600,2007-05-10T149:54:13Z,-0.541227,36.424912,2222,2878.556,0,0,No Data,No Data
1178809200,2007-05-10T150:03:02Z,-0.521753,36.421361,2243,2880.76,0,0,No Data,No Data
1178809200,2007-05-10T150:12:02Z,-0.527027,36.440876,2305,2883.01,0,0,No Data,No Data
1178809200,2007-05-10T150:20:51Z,-0.544697,36.449751,2388,2885.211,0,0,No Data,No Data
1178809200,2007-05-10T150:26:21Z,-0.557075,36.449758,2395,2886.589,0,0,No Data,No Data
1178809200,2007-05-10T150:33:26Z,-0.572985,36.449768,2367,2888.36,0,0,No Data,No Data
1178809200,2007-05-10T150:37:56Z,-0.580137,36.442654,2285,2889.483,0,0,No Data,No Data
1178809200,2007-05-10T150:47:50Z,-0.560603,36.453305,2409,2891.96,0,0,No Data,No Data
1178809200,2007-05-10T151:05:50Z,-0.549918,36.492263,2424,2896.457,0,0,No Data,No Data
1178809200,2007-05-10T151:17:02Z,-0.530451,36.508188,2414,2899.257,0,0,No Data,No Data
1178809200,2007-05-10T151:20:34Z,-0.523357,36.511728,2420,2900.14,0,0,No Data,No Data
1178809200,2007-05-10T151:26:08Z,-0.521600,36.499343,2433,2901.533,0,0,No Data,No Data
1178809200,2007-05-10T151:34:11Z,-0.525177,36.481636,2416,2903.544,0,0,No Data,No Data
